Type,Value,Unit,Time
internalrh,70,%,28-12-19 8:45
internaltemp,14,Celsius,28-12-19 8:55
internalrh,72,%,28-12-19 8:55
internaltemp,14,Celsius,28-12-19 9:05
internalrh,73,%,28-12-19 9:05
internaltemp,14,Celsius,28-12-19 9:15
internalrh,74,%,28-12-19 9:15
internaltemp,14,Celsius,28-12-19 9:25
internalrh,75,%,28-12-19 9:25
internaltemp,14,Celsius,28-12-19 9:35
internalrh,75,%,28-12-19 9:35
internaltemp,14,Celsius,28-12-19 9:45
internalrh,75,%,28-12-19 9:45
internaltemp,14,Celsius,28-12-19 9:55
internalrh,75,%,28-12-19 9:55
internaltemp,14,Celsius,28-12-19 10:05
internalrh,75,%,28-12-19 10:05
internaltemp,14,Celsius,28-12-19 10:15
internalrh,75,%,28-12-19 10:15
internaltemp,14,Celsius,28-12-19 10:25
internalrh,75,%,28-12-19 10:25
internaltemp,14,Celsius,28-12-19 10:35
internalrh,76,%,28-12-19 10:35
internaltemp,14.1,Celsius,28-12-19 10:45
internalrh,76,%,28-12-19 10:45
internaltemp,14.2,Celsius,28-12-19 10:55
internalrh,76,%,28-12-19 10:55
internaltemp,14.2,Celsius,28-12-19 11:05
internalrh,76,%,28-12-19 11:05
internaltemp,14.2,Celsius,28-12-19 11:15
internalrh,75,%,28-12-19 11:15
internaltemp,14.2,Celsius,28-12-19 11:25
internalrh,74,%,28-12-19 11:25
internaltemp,14.2,Celsius,28-12-19 11:35
internalrh,74,%,28-12-19 11:35
internaltemp,14.1,Celsius,28-12-19 11:45
internalrh,73,%,28-12-19 11:45
internaltemp,14.1,Celsius,28-12-19 11:55
internalrh,72,%,28-12-19 11:55
internaltemp,14.1,Celsius,28-12-19 12:05
internalrh,72,%,28-12-19 12:05
internaltemp,14.1,Celsius,28-12-19 12:15
internalrh,72,%,28-12-19 12:15
internaltemp,14.1,Celsius,28-12-19 12:25
internalrh,73,%,28-12-19 12:25
internaltemp,14.2,Celsius,28-12-19 12:35
internalrh,73,%,28-12-19 12:35
internaltemp,14.2,Celsius,28-12-19 12:45
internalrh,73,%,28-12-19 12:45
internaltemp,14.1,Celsius,28-12-19 12:55
internalrh,73,%,28-12-19 12:55
internaltemp,14.2,Celsius,28-12-19 13:05
internalrh,73,%,28-12-19 13:05
internaltemp,14.2,Celsius,28-12-19 13:15
internalrh,73,%,28-12-19 13:15
internaltemp,14.2,Celsius,28-12-19 13:25
internalrh,74,%,28-12-19 13:25
internaltemp,14.3,Celsius,28-12-19 13:35
internalrh,74,%,28-12-19 13:35
internaltemp,14.3,Celsius,28-12-19 13:45
internalrh,73,%,28-12-19 13:45
internaltemp,14.3,Celsius,28-12-19 13:55
internalrh,73,%,28-12-19 13:55
internaltemp,14.3,Celsius,28-12-19 14:05
internalrh,73,%,28-12-19 14:05
internaltemp,14.3,Celsius,28-12-19 14:15
internalrh,73,%,28-12-19 14:15
internaltemp,14.3,Celsius,28-12-19 14:25
internalrh,73,%,28-12-19 14:25
internaltemp,14.3,Celsius,28-12-19 14:35
internalrh,73,%,28-12-19 14:35
internaltemp,14.3,Celsius,28-12-19 14:45
internalrh,73,%,28-12-19 14:45
internaltemp,14.3,Celsius,28-12-19 14:55
internalrh,74,%,28-12-19 14:55
internaltemp,14.3,Celsius,28-12-19 15:05
internalrh,74,%,28-12-19 15:05
internaltemp,14.3,Celsius,28-12-19 15:15
internalrh,74,%,28-12-19 15:15
internaltemp,14.2,Celsius,28-12-19 15:25
internalrh,74,%,28-12-19 15:25
internaltemp,14.2,Celsius,28-12-19 15:35
internalrh,74,%,28-12-19 15:35
internaltemp,14.1,Celsius,28-12-19 15:45
internalrh,74,%,28-12-19 15:45
internaltemp,14.1,Celsius,28-12-19 15:55
internalrh,74,%,28-12-19 15:55
internaltemp,14,Celsius,28-12-19 16:05
internalrh,75,%,28-12-19 16:05
internaltemp,14,Celsius,28-12-19 16:15
internalrh,74,%,28-12-19 16:15
internaltemp,14,Celsius,28-12-19 16:25
internalrh,74,%,28-12-19 16:25
internaltemp,13.9,Celsius,28-12-19 16:35
internalrh,75,%,28-12-19 16:35
internaltemp,14,Celsius,28-12-19 16:45
internalrh,75,%,28-12-19 16:45
internaltemp,14,Celsius,28-12-19 16:55
internalrh,76,%,28-12-19 16:55
internaltemp,14,Celsius,28-12-19 17:05
internalrh,76,%,28-12-19 17:05
internaltemp,14,Celsius,28-12-19 17:15
internalrh,76,%,28-12-19 17:15
internaltemp,13.9,Celsius,28-12-19 17:25
internalrh,76,%,28-12-19 17:25
internaltemp,13.9,Celsius,28-12-19 17:35
internalrh,77,%,28-12-19 17:35
internaltemp,13.9,Celsius,28-12-19 17:45
internalrh,78,%,28-12-19 17:45
internaltemp,13.9,Celsius,28-12-19 17:55
internalrh,78,%,28-12-19 17:55
internaltemp,13.8,Celsius,28-12-19 18:05
internalrh,79,%,28-12-19 18:05
internaltemp,13.8,Celsius,28-12-19 18:15
internalrh,79,%,28-12-19 18:15
internaltemp,13.8,Celsius,28-12-19 18:25
internalrh,79,%,28-12-19 18:25
internaltemp,13.7,Celsius,28-12-19 18:35
internalrh,79,%,28-12-19 18:35
internaltemp,13.7,Celsius,28-12-19 18:45
internalrh,79,%,28-12-19 18:45
internaltemp,13.7,Celsius,28-12-19 18:55
internalrh,79,%,28-12-19 18:55
internaltemp,13.7,Celsius,28-12-19 19:05
internalrh,79,%,28-12-19 19:05
internaltemp,13.7,Celsius,28-12-19 19:15
internalrh,79,%,28-12-19 19:15
internaltemp,13.7,Celsius,28-12-19 19:25
internalrh,79,%,28-12-19 19:25
internaltemp,13.7,Celsius,28-12-19 19:35
internalrh,79,%,28-12-19 19:35
internaltemp,13.7,Celsius,28-12-19 19:45
internalrh,79,%,28-12-19 19:45
internaltemp,13.7,Celsius,28-12-19 19:55
internalrh,79,%,28-12-19 19:55
internaltemp,13.7,Celsius,28-12-19 20:05
internalrh,79,%,28-12-19 20:05
internaltemp,13.7,Celsius,28-12-19 20:15
internalrh,79,%,28-12-19 20:15
internaltemp,13.7,Celsius,28-12-19 20:25
internalrh,79,%,28-12-19 20:25
internaltemp,13.7,Celsius,28-12-19 20:35
internalrh,79,%,28-12-19 20:35
internaltemp,13.6,Celsius,28-12-19 20:45
internalrh,79,%,28-12-19 20:45
internaltemp,13.6,Celsius,28-12-19 20:55
internalrh,79,%,28-12-19 20:55
internaltemp,13.5,Celsius,28-12-19 21:05
internalrh,79,%,28-12-19 21:05
internaltemp,13.5,Celsius,28-12-19 21:15
internalrh,78,%,28-12-19 21:15
internaltemp,13.4,Celsius,28-12-19 21:25
internalrh,78,%,28-12-19 21:25
internaltemp,13.4,Celsius,28-12-19 21:35
internalrh,78,%,28-12-19 21:35
internaltemp,13.3,Celsius,28-12-19 21:45
internalrh,77,%,28-12-19 21:45
internaltemp,13.3,Celsius,28-12-19 21:55
internalrh,76,%,28-12-19 21:55
internaltemp,13.2,Celsius,28-12-19 22:05
internalrh,75,%,28-12-19 22:05
internaltemp,13.2,Celsius,28-12-19 22:15
internalrh,75,%,28-12-19 22:15
internaltemp,13.2,Celsius,28-12-19 22:25
internalrh,75,%,28-12-19 22:25
internaltemp,13.1,Celsius,28-12-19 22:35
internalrh,75,%,28-12-19 22:35
internaltemp,13.1,Celsius,28-12-19 22:45
internalrh,75,%,28-12-19 22:45
internaltemp,13.2,Celsius,28-12-19 22:55
internalrh,75,%,28-12-19 22:55
internaltemp,13.1,Celsius,28-12-19 23:05
internalrh,75,%,28-12-19 23:05
internaltemp,13.1,Celsius,28-12-19 23:15
internalrh,74,%,28-12-19 23:15
internaltemp,13,Celsius,28-12-19 23:25
internalrh,74,%,28-12-19 23:25
internaltemp,13,Celsius,28-12-19 23:35
internalrh,73,%,28-12-19 23:35
internaltemp,13,Celsius,28-12-19 23:45
internalrh,73,%,28-12-19 23:45
internaltemp,13,Celsius,28-12-19 23:55
internalrh,73,%,28-12-19 23:55
internaltemp,13,Celsius,29-12-19 0:05
internalrh,73,%,29-12-19 0:05
internaltemp,13,Celsius,29-12-19 0:15
internalrh,74,%,29-12-19 0:15
internaltemp,13,Celsius,29-12-19 0:25
internalrh,74,%,29-12-19 0:25
internaltemp,13,Celsius,29-12-19 0:35
internalrh,74,%,29-12-19 0:35
internaltemp,12.9,Celsius,29-12-19 0:45
internalrh,74,%,29-12-19 0:45
internaltemp,12.9,Celsius,29-12-19 0:55
internalrh,74,%,29-12-19 0:55
internaltemp,12.9,Celsius,29-12-19 1:05
internalrh,74,%,29-12-19 1:05
internaltemp,12.9,Celsius,29-12-19 1:15
internalrh,74,%,29-12-19 1:15
internaltemp,12.9,Celsius,29-12-19 1:25
internalrh,74,%,29-12-19 1:25
internaltemp,12.9,Celsius,29-12-19 1:35
internalrh,73,%,29-12-19 1:35
internaltemp,13,Celsius,29-12-19 1:45
internalrh,73,%,29-12-19 1:45
internaltemp,13,Celsius,29-12-19 1:55
internalrh,73,%,29-12-19 1:55
internaltemp,13,Celsius,29-12-19 2:05
internalrh,73,%,29-12-19 2:05
internaltemp,13,Celsius,29-12-19 2:15
internalrh,73,%,29-12-19 2:15
internaltemp,13,Celsius,29-12-19 2:25
internalrh,73,%,29-12-19 2:25
internaltemp,13,Celsius,29-12-19 2:35
internalrh,73,%,29-12-19 2:35
internaltemp,13,Celsius,29-12-19 2:45
internalrh,72,%,29-12-19 2:45
internaltemp,13,Celsius,29-12-19 2:55
internalrh,72,%,29-12-19 2:55
internaltemp,12.9,Celsius,29-12-19 3:05
internalrh,72,%,29-12-19 3:05
internaltemp,13,Celsius,29-12-19 3:15
internalrh,72,%,29-12-19 3:15
internaltemp,13,Celsius,29-12-19 3:25
internalrh,72,%,29-12-19 3:25
internaltemp,13,Celsius,29-12-19 3:35
internalrh,72,%,29-12-19 3:35
internaltemp,13,Celsius,29-12-19 3:45
internalrh,72,%,29-12-19 3:45
internaltemp,13,Celsius,29-12-19 3:55
internalrh,72,%,29-12-19 3:55
internaltemp,13,Celsius,29-12-19 4:05
internalrh,72,%,29-12-19 4:05
internaltemp,13,Celsius,29-12-19 4:15
internalrh,72,%,29-12-19 4:15
internaltemp,12.9,Celsius,29-12-19 4:25
internalrh,70,%,29-12-19 4:25
internaltemp,12.9,Celsius,29-12-19 4:35
internalrh,70,%,29-12-19 4:35
internaltemp,12.8,Celsius,29-12-19 4:45
internalrh,69,%,29-12-19 4:45
internaltemp,12.8,Celsius,29-12-19 4:55
internalrh,68,%,29-12-19 4:55
internaltemp,12.7,Celsius,29-12-19 5:05
internalrh,68,%,29-12-19 5:05
internaltemp,12.7,Celsius,29-12-19 5:15
internalrh,68,%,29-12-19 5:15
internaltemp,12.7,Celsius,29-12-19 5:25
internalrh,69,%,29-12-19 5:25
internaltemp,12.7,Celsius,29-12-19 5:35
internalrh,69,%,29-12-19 5:35
internaltemp,12.7,Celsius,29-12-19 5:45
internalrh,70,%,29-12-19 5:45
internaltemp,12.7,Celsius,29-12-19 5:55
internalrh,70,%,29-12-19 5:55
internaltemp,12.7,Celsius,29-12-19 6:05
internalrh,71,%,29-12-19 6:05
internaltemp,12.7,Celsius,29-12-19 6:15
internalrh,71,%,29-12-19 6:15
internaltemp,12.8,Celsius,29-12-19 6:25
internalrh,71,%,29-12-19 6:25
internaltemp,12.8,Celsius,29-12-19 6:35
internalrh,71,%,29-12-19 6:35
internaltemp,12.8,Celsius,29-12-19 6:45
internalrh,71,%,29-12-19 6:45
internaltemp,12.8,Celsius,29-12-19 6:55
internalrh,72,%,29-12-19 6:55
internaltemp,12.8,Celsius,29-12-19 7:05
internalrh,72,%,29-12-19 7:05
internaltemp,12.8,Celsius,29-12-19 7:15
internalrh,72,%,29-12-19 7:15
internaltemp,12.9,Celsius,29-12-19 7:25
internalrh,72,%,29-12-19 7:25
internaltemp,12.9,Celsius,29-12-19 7:35
internalrh,73,%,29-12-19 7:35
internaltemp,12.9,Celsius,29-12-19 7:45
internalrh,73,%,29-12-19 7:45
internaltemp,13,Celsius,29-12-19 7:55
internalrh,74,%,29-12-19 7:55
internaltemp,13.1,Celsius,29-12-19 8:05
internalrh,74,%,29-12-19 8:05
internaltemp,13.2,Celsius,29-12-19 8:15
internalrh,75,%,29-12-19 8:15
internaltemp,13.2,Celsius,29-12-19 8:25
internalrh,74,%,29-12-19 8:25
internaltemp,13.2,Celsius,29-12-19 8:35
internalrh,74,%,29-12-19 8:35
internaltemp,13.2,Celsius,29-12-19 8:45
internalrh,75,%,29-12-19 8:45
internaltemp,13.3,Celsius,29-12-19 8:55
internalrh,74,%,29-12-19 8:55
internaltemp,13.3,Celsius,29-12-19 9:05
internalrh,72,%,29-12-19 9:05
internaltemp,13.3,Celsius,29-12-19 9:15
internalrh,73,%,29-12-19 9:15
internaltemp,13.3,Celsius,29-12-19 9:25
internalrh,74,%,29-12-19 9:25
internaltemp,13.4,Celsius,29-12-19 9:35
internalrh,71,%,29-12-19 9:35
internaltemp,13.5,Celsius,29-12-19 9:45
internalrh,69,%,29-12-19 9:45
internaltemp,13.5,Celsius,29-12-19 9:55
internalrh,69,%,29-12-19 9:55
internaltemp,13.6,Celsius,29-12-19 10:05
internalrh,69,%,29-12-19 10:05
internaltemp,13.7,Celsius,29-12-19 10:15
internalrh,67,%,29-12-19 10:15
internaltemp,13.9,Celsius,29-12-19 10:25
internalrh,67,%,29-12-19 10:25
internaltemp,13.9,Celsius,29-12-19 10:35
internalrh,66,%,29-12-19 10:35
internaltemp,14,Celsius,29-12-19 10:45
internalrh,64,%,29-12-19 10:45
internaltemp,14.1,Celsius,29-12-19 10:55
internalrh,63,%,29-12-19 10:55
internaltemp,14.2,Celsius,29-12-19 11:05
internalrh,63,%,29-12-19 11:05
internaltemp,14.2,Celsius,29-12-19 11:15
internalrh,64,%,29-12-19 11:15
internaltemp,14.2,Celsius,29-12-19 11:25
internalrh,66,%,29-12-19 11:25
internaltemp,14.2,Celsius,29-12-19 11:35
internalrh,66,%,29-12-19 11:35
internaltemp,14.2,Celsius,29-12-19 11:45
internalrh,68,%,29-12-19 11:45
internaltemp,14.2,Celsius,29-12-19 11:55
internalrh,68,%,29-12-19 11:55
internaltemp,14.3,Celsius,29-12-19 12:05
internalrh,68,%,29-12-19 12:05
internaltemp,14.3,Celsius,29-12-19 12:15
internalrh,69,%,29-12-19 12:15
internaltemp,14.3,Celsius,29-12-19 12:25
internalrh,70,%,29-12-19 12:25
internaltemp,14.3,Celsius,29-12-19 12:35
internalrh,71,%,29-12-19 12:35
internaltemp,14.4,Celsius,29-12-19 12:45
internalrh,70,%,29-12-19 12:45
internaltemp,14.5,Celsius,29-12-19 12:55
internalrh,67,%,29-12-19 12:55
internaltemp,14.6,Celsius,29-12-19 13:05
internalrh,66,%,29-12-19 13:05
internaltemp,14.7,Celsius,29-12-19 13:15
internalrh,61,%,29-12-19 13:15
internaltemp,14.8,Celsius,29-12-19 13:25
internalrh,58,%,29-12-19 13:25
internaltemp,14.9,Celsius,29-12-19 13:35
internalrh,57,%,29-12-19 13:35
internaltemp,15,Celsius,29-12-19 13:45
internalrh,56,%,29-12-19 13:45
internaltemp,15.1,Celsius,29-12-19 13:55
internalrh,57,%,29-12-19 13:55
internaltemp,15.3,Celsius,29-12-19 14:05
internalrh,56,%,29-12-19 14:05
internaltemp,15.2,Celsius,29-12-19 14:15
internalrh,62,%,29-12-19 14:15
internaltemp,15.1,Celsius,29-12-19 14:25
internalrh,68,%,29-12-19 14:25
internaltemp,15.1,Celsius,29-12-19 14:35
internalrh,70,%,29-12-19 14:35
internaltemp,15.1,Celsius,29-12-19 14:45
internalrh,70,%,29-12-19 14:45
internaltemp,15.1,Celsius,29-12-19 14:55
internalrh,70,%,29-12-19 14:55
internaltemp,15.1,Celsius,29-12-19 15:05
internalrh,71,%,29-12-19 15:05
internaltemp,15.1,Celsius,29-12-19 15:15
internalrh,72,%,29-12-19 15:15
internaltemp,15.2,Celsius,29-12-19 15:25
internalrh,72,%,29-12-19 15:25
internaltemp,15.3,Celsius,29-12-19 15:35
internalrh,71,%,29-12-19 15:35
internaltemp,15.3,Celsius,29-12-19 15:45
internalrh,71,%,29-12-19 15:45
internaltemp,15.3,Celsius,29-12-19 15:55
internalrh,72,%,29-12-19 15:55
internaltemp,15.4,Celsius,29-12-19 16:05
internalrh,71,%,29-12-19 16:05
internaltemp,15.4,Celsius,29-12-19 16:15
internalrh,69,%,29-12-19 16:15
internaltemp,15.4,Celsius,29-12-19 16:25
internalrh,70,%,29-12-19 16:25
internaltemp,15.3,Celsius,29-12-19 16:35
internalrh,71,%,29-12-19 16:35
internaltemp,15.1,Celsius,29-12-19 16:45
internalrh,63,%,29-12-19 16:45
internaltemp,15,Celsius,29-12-19 16:55
internalrh,61,%,29-12-19 16:55
internaltemp,14.8,Celsius,29-12-19 17:05
internalrh,62,%,29-12-19 17:05
internaltemp,14.8,Celsius,29-12-19 17:15
internalrh,63,%,29-12-19 17:15
internaltemp,14.8,Celsius,29-12-19 17:25
internalrh,64,%,29-12-19 17:25
internaltemp,14.7,Celsius,29-12-19 17:35
internalrh,63,%,29-12-19 17:35
internaltemp,14.7,Celsius,29-12-19 17:45
internalrh,63,%,29-12-19 17:45
internaltemp,14.7,Celsius,29-12-19 17:55
internalrh,63,%,29-12-19 17:55
internaltemp,14.7,Celsius,29-12-19 18:05
internalrh,63,%,29-12-19 18:05
internaltemp,14.7,Celsius,29-12-19 18:15
internalrh,63,%,29-12-19 18:15
internaltemp,14.6,Celsius,29-12-19 18:25
internalrh,64,%,29-12-19 18:25
internaltemp,14.6,Celsius,29-12-19 18:35
internalrh,64,%,29-12-19 18:35
internaltemp,14.6,Celsius,29-12-19 18:45
internalrh,64,%,29-12-19 18:45
internaltemp,14.5,Celsius,29-12-19 18:55
internalrh,63,%,29-12-19 18:55
internaltemp,14.5,Celsius,29-12-19 19:05
internalrh,64,%,29-12-19 19:05
internaltemp,14.4,Celsius,29-12-19 19:15
internalrh,64,%,29-12-19 19:15
internaltemp,14.4,Celsius,29-12-19 19:25
internalrh,65,%,29-12-19 19:25
internaltemp,14.3,Celsius,29-12-19 19:35
internalrh,65,%,29-12-19 19:35
internaltemp,14.3,Celsius,29-12-19 19:45
internalrh,66,%,29-12-19 19:45
internaltemp,14.2,Celsius,29-12-19 19:55
internalrh,65,%,29-12-19 19:55
internaltemp,14.2,Celsius,29-12-19 20:05
internalrh,65,%,29-12-19 20:05
internaltemp,14.1,Celsius,29-12-19 20:15
internalrh,64,%,29-12-19 20:15
internaltemp,14.1,Celsius,29-12-19 20:25
internalrh,64,%,29-12-19 20:25
internaltemp,14,Celsius,29-12-19 20:35
internalrh,62,%,29-12-19 20:35
internaltemp,13.9,Celsius,29-12-19 20:45
internalrh,62,%,29-12-19 20:45
internaltemp,13.9,Celsius,29-12-19 20:55
internalrh,61,%,29-12-19 20:55
internaltemp,13.8,Celsius,29-12-19 21:05
internalrh,61,%,29-12-19 21:05
internaltemp,13.8,Celsius,29-12-19 21:15
internalrh,60,%,29-12-19 21:15
internaltemp,13.7,Celsius,29-12-19 21:25
internalrh,60,%,29-12-19 21:25
internaltemp,13.7,Celsius,29-12-19 21:35
internalrh,60,%,29-12-19 21:35
internaltemp,13.7,Celsius,29-12-19 21:45
internalrh,60,%,29-12-19 21:45
internaltemp,13.6,Celsius,29-12-19 21:55
internalrh,59,%,29-12-19 21:55
internaltemp,13.6,Celsius,29-12-19 22:05
internalrh,59,%,29-12-19 22:05
internaltemp,13.6,Celsius,29-12-19 22:15
internalrh,59,%,29-12-19 22:15
internaltemp,13.5,Celsius,29-12-19 22:25
internalrh,58,%,29-12-19 22:25
internaltemp,13.5,Celsius,29-12-19 22:35
internalrh,58,%,29-12-19 22:35
internaltemp,13.5,Celsius,29-12-19 22:45
internalrh,58,%,29-12-19 22:45
internaltemp,13.5,Celsius,29-12-19 22:55
internalrh,58,%,29-12-19 22:55
internaltemp,13.4,Celsius,29-12-19 23:05
internalrh,58,%,29-12-19 23:05
internaltemp,13.4,Celsius,29-12-19 23:15
internalrh,57,%,29-12-19 23:15
internaltemp,13.4,Celsius,29-12-19 23:25
internalrh,57,%,29-12-19 23:25
internaltemp,13.4,Celsius,29-12-19 23:35
internalrh,57,%,29-12-19 23:35
internaltemp,13.3,Celsius,29-12-19 23:45
internalrh,57,%,29-12-19 23:45
internaltemp,13.3,Celsius,29-12-19 23:55
internalrh,56,%,29-12-19 23:55
internaltemp,13.3,Celsius,30-12-19 0:05
internalrh,56,%,30-12-19 0:05
internaltemp,13.3,Celsius,30-12-19 0:15
internalrh,56,%,30-12-19 0:15
internaltemp,13.3,Celsius,30-12-19 0:25
internalrh,56,%,30-12-19 0:25
internaltemp,13.3,Celsius,30-12-19 0:35
internalrh,56,%,30-12-19 0:35
internaltemp,13.3,Celsius,30-12-19 0:45
internalrh,56,%,30-12-19 0:45
internaltemp,13.3,Celsius,30-12-19 0:55
internalrh,56,%,30-12-19 0:55
internaltemp,13.2,Celsius,30-12-19 1:05
internalrh,56,%,30-12-19 1:05
internaltemp,13.2,Celsius,30-12-19 1:15
internalrh,56,%,30-12-19 1:15
internaltemp,13.2,Celsius,30-12-19 1:25
internalrh,56,%,30-12-19 1:25
internaltemp,13.2,Celsius,30-12-19 1:35
internalrh,56,%,30-12-19 1:35
internaltemp,13.2,Celsius,30-12-19 1:45
internalrh,56,%,30-12-19 1:45
internaltemp,13.2,Celsius,30-12-19 1:55
internalrh,56,%,30-12-19 1:55
internaltemp,13.2,Celsius,30-12-19 2:05
internalrh,55,%,30-12-19 2:05
internaltemp,13.1,Celsius,30-12-19 2:15
internalrh,55,%,30-12-19 2:15
internaltemp,13.2,Celsius,30-12-19 2:25
internalrh,55,%,30-12-19 2:25
internaltemp,13.2,Celsius,30-12-19 2:35
internalrh,56,%,30-12-19 2:35
internaltemp,13.2,Celsius,30-12-19 2:45
internalrh,56,%,30-12-19 2:45
internaltemp,13.2,Celsius,30-12-19 2:55
internalrh,56,%,30-12-19 2:55
internaltemp,13.1,Celsius,30-12-19 3:05
internalrh,57,%,30-12-19 3:05
internaltemp,13.1,Celsius,30-12-19 3:15
internalrh,56,%,30-12-19 3:15
internaltemp,13.1,Celsius,30-12-19 3:25
internalrh,56,%,30-12-19 3:25
internaltemp,13.1,Celsius,30-12-19 3:35
internalrh,56,%,30-12-19 3:35
internaltemp,13.1,Celsius,30-12-19 3:45
internalrh,55,%,30-12-19 3:45
internaltemp,13.1,Celsius,30-12-19 3:55
internalrh,56,%,30-12-19 3:55
internaltemp,13.1,Celsius,30-12-19 4:05
internalrh,55,%,30-12-19 4:05
internaltemp,13,Celsius,30-12-19 4:15
internalrh,55,%,30-12-19 4:15
internaltemp,13,Celsius,30-12-19 4:25
internalrh,54,%,30-12-19 4:25
internaltemp,12.8,Celsius,30-12-19 4:35
internalrh,55,%,30-12-19 4:35
internaltemp,12.6,Celsius,30-12-19 4:45
internalrh,55,%,30-12-19 4:45
internaltemp,12.5,Celsius,30-12-19 4:55
internalrh,55,%,30-12-19 4:55
internaltemp,12.4,Celsius,30-12-19 5:05
internalrh,55,%,30-12-19 5:05
internaltemp,12.4,Celsius,30-12-19 5:15
internalrh,55,%,30-12-19 5:15
internaltemp,12.3,Celsius,30-12-19 5:25
internalrh,55,%,30-12-19 5:25
internaltemp,12.3,Celsius,30-12-19 5:35
internalrh,55,%,30-12-19 5:35
internaltemp,12.3,Celsius,30-12-19 5:45
internalrh,55,%,30-12-19 5:45
internaltemp,12.3,Celsius,30-12-19 5:55
internalrh,55,%,30-12-19 5:55
internaltemp,12.3,Celsius,30-12-19 6:05
internalrh,55,%,30-12-19 6:05
internaltemp,12.5,Celsius,30-12-19 6:15
internalrh,58,%,30-12-19 6:15
internaltemp,12.6,Celsius,30-12-19 6:25
internalrh,55,%,30-12-19 6:25
internaltemp,12.7,Celsius,30-12-19 6:35
internalrh,55,%,30-12-19 6:35
internaltemp,12.6,Celsius,30-12-19 6:45
internalrh,54,%,30-12-19 6:45
internaltemp,12.6,Celsius,30-12-19 6:55
internalrh,55,%,30-12-19 6:55
internaltemp,12.6,Celsius,30-12-19 7:05
internalrh,54,%,30-12-19 7:05
internaltemp,12.6,Celsius,30-12-19 7:05
internalrh,54,%,30-12-19 7:05
internaltemp,12.7,Celsius,30-12-19 7:15
internalrh,55,%,30-12-19 7:15
internaltemp,14.9,Celsius,30-12-19 7:25
internalrh,67,%,30-12-19 7:25
internaltemp,16.8,Celsius,30-12-19 7:35
internalrh,50,%,30-12-19 7:35
internaltemp,17.8,Celsius,30-12-19 7:45
internalrh,48,%,30-12-19 7:45
internaltemp,18,Celsius,30-12-19 7:55
internalrh,47,%,30-12-19 7:55
internaltemp,18.4,Celsius,30-12-19 8:05
internalrh,47,%,30-12-19 8:05
internaltemp,18.4,Celsius,30-12-19 8:15
internalrh,46,%,30-12-19 8:15
internaltemp,18.4,Celsius,30-12-19 8:25
internalrh,46,%,30-12-19 8:25
internaltemp,18.4,Celsius,30-12-19 8:35
internalrh,46,%,30-12-19 8:35
internaltemp,18.5,Celsius,30-12-19 8:45
internalrh,45,%,30-12-19 8:45
internaltemp,18.7,Celsius,30-12-19 8:55
internalrh,45,%,30-12-19 8:55
internaltemp,18.8,Celsius,30-12-19 9:05
internalrh,44,%,30-12-19 9:05
internaltemp,18.8,Celsius,30-12-19 9:15
internalrh,44,%,30-12-19 9:15
internaltemp,19,Celsius,30-12-19 9:25
internalrh,43,%,30-12-19 9:25
internaltemp,19.1,Celsius,30-12-19 9:35
internalrh,43,%,30-12-19 9:35
internaltemp,19.2,Celsius,30-12-19 9:45
internalrh,43,%,30-12-19 9:45
internaltemp,19.3,Celsius,30-12-19 9:55
internalrh,42,%,30-12-19 9:55
internaltemp,19.4,Celsius,30-12-19 10:05
internalrh,42,%,30-12-19 10:05
internaltemp,19.4,Celsius,30-12-19 10:15
internalrh,41,%,30-12-19 10:15
internaltemp,19.6,Celsius,30-12-19 10:25
internalrh,41,%,30-12-19 10:25
internaltemp,19.6,Celsius,30-12-19 10:35
internalrh,41,%,30-12-19 10:35
internaltemp,19.6,Celsius,30-12-19 10:45
internalrh,41,%,30-12-19 10:45
internaltemp,19.8,Celsius,30-12-19 10:55
internalrh,40,%,30-12-19 10:55
internaltemp,19.9,Celsius,30-12-19 11:05
internalrh,40,%,30-12-19 11:05
internaltemp,20.1,Celsius,30-12-19 11:15
internalrh,39,%,30-12-19 11:15
internaltemp,20.2,Celsius,30-12-19 11:25
internalrh,39,%,30-12-19 11:25
internaltemp,20.2,Celsius,30-12-19 11:35
internalrh,39,%,30-12-19 11:35
internaltemp,20.1,Celsius,30-12-19 11:45
internalrh,38,%,30-12-19 11:45
internaltemp,20.2,Celsius,30-12-19 11:55
internalrh,38,%,30-12-19 11:55
internaltemp,20,Celsius,30-12-19 12:05
internalrh,38,%,30-12-19 12:05
internaltemp,19.9,Celsius,30-12-19 12:15
internalrh,37,%,30-12-19 12:15
internaltemp,20.2,Celsius,30-12-19 12:25
internalrh,37,%,30-12-19 12:25
internaltemp,20.2,Celsius,30-12-19 12:35
internalrh,37,%,30-12-19 12:35
internaltemp,20.5,Celsius,30-12-19 12:45
internalrh,36,%,30-12-19 12:45
internaltemp,20.4,Celsius,30-12-19 12:55
internalrh,36,%,30-12-19 12:55
internaltemp,20.3,Celsius,30-12-19 13:05
internalrh,36,%,30-12-19 13:05
internaltemp,20.7,Celsius,30-12-19 13:15
internalrh,35,%,30-12-19 13:15
internaltemp,20.6,Celsius,30-12-19 13:25
internalrh,36,%,30-12-19 13:25
internaltemp,20.9,Celsius,30-12-19 13:35
internalrh,35,%,30-12-19 13:35
internaltemp,21.2,Celsius,30-12-19 13:45
internalrh,35,%,30-12-19 13:45
internaltemp,21,Celsius,30-12-19 13:55
